"name"|"anio"|"procurementMethod"|"tipo_proc"|"n_expedientes"|"n_contratos"|"monto_mxn"|"inst_pctn_monto"|"inst_pctn_contracts"
"Financiera Nacional de Desarrollo Agropecuario, Rural, Forestal y Pesquero"|"2017"|"framework"|"Contrato marco"|1|1|17387333|2.65|3.7
"Financiera Nacional de Desarrollo Agropecuario, Rural, Forestal y Pesquero"|"2017"|"open"|"Licitación abierta"|3|16|600199142.44|91.55|59.26
"Financiera Nacional de Desarrollo Agropecuario, Rural, Forestal y Pesquero"|"2018"|"direct"|"Adjudicación directa"|56|100|112680197.4104|64.43|84.75
"Financiera Nacional de Desarrollo Agropecuario, Rural, Forestal y Pesquero"|"2018"|"framework"|"Contrato marco"|1|1|989189|0.57|0.85
"Financiera Nacional de Desarrollo Agropecuario, Rural, Forestal y Pesquero"|"2018"|"open"|"Licitación abierta"|6|9|47641868.6|27.24|7.63
"Financiera Nacional de Desarrollo Agropecuario, Rural, Forestal y Pesquero"|"2018"|"selective"|"Invitación a 3 o más"|7|8|13583090|7.77|6.78
"Financiera Nacional de Desarrollo Agropecuario, Rural, Forestal y Pesquero"|"2019"|"direct"|"Adjudicación directa"|63|117|174742929.69676|10.24|85.4
"Financiera Nacional de Desarrollo Agropecuario, Rural, Forestal y Pesquero"|"2019"|"framework"|"Contrato marco"|3|3|47017597.33|2.76|2.19
"Financiera Nacional de Desarrollo Agropecuario, Rural, Forestal y Pesquero"|"2019"|"open"|"Licitación abierta"|7|9|1471920068.009747|86.26|6.57
"Financiera Nacional de Desarrollo Agropecuario, Rural, Forestal y Pesquero"|"2019"|"selective"|"Invitación a 3 o más"|7|8|12753355.72|0.75|5.84
"Financiera Nacional de Desarrollo Agropecuario, Rural, Forestal y Pesquero"|"2020"|"direct"|"Adjudicación directa"|47|50|207858938.267392|81.18|86.21
"Financiera Nacional de Desarrollo Agropecuario, Rural, Forestal y Pesquero"|"2020"|"open"|"Licitación abierta"|6|6|45315342.142909|17.7|10.34
"Financiera Nacional de Desarrollo Agropecuario, Rural, Forestal y Pesquero"|"2020"|"selective"|"Invitación a 3 o más"|2|2|2876330|1.12|3.45
"Financiera Nacional de Desarrollo Agropecuario, Rural, Forestal y Pesquero"|"2021"|"direct"|"Adjudicación directa"|42|43|33628967.91935|7.52|47.78
"Financiera Nacional de Desarrollo Agropecuario, Rural, Forestal y Pesquero"|"2021"|"framework"|"Contrato marco"|4|4|201202337.359462|44.98|4.44
"Financiera Nacional de Desarrollo Agropecuario, Rural, Forestal y Pesquero"|"2021"|"open"|"Licitación abierta"|15|37|200139656.082115|44.75|41.11
"Financiera Nacional de Desarrollo Agropecuario, Rural, Forestal y Pesquero"|"2021"|"selective"|"Invitación a 3 o más"|6|6|12297576.84|2.75|6.67
"Financiera Nacional de Desarrollo Agropecuario, Rural, Forestal y Pesquero"|"2022"|"direct"|"Adjudicación directa"|46|51|33736067.2382|7.54|68
"Financiera Nacional de Desarrollo Agropecuario, Rural, Forestal y Pesquero"|"2022"|"framework"|"Contrato marco"|6|6|171649903.609848|38.34|8
"Financiera Nacional de Desarrollo Agropecuario, Rural, Forestal y Pesquero"|"2022"|"open"|"Licitación abierta"|14|15|237060422.567251|52.95|20
"Financiera Nacional de Desarrollo Agropecuario, Rural, Forestal y Pesquero"|"2022"|"selective"|"Invitación a 3 o más"|3|3|5240000|1.17|4
"Financiera Nacional de Desarrollo Agropecuario, Rural, Forestal y Pesquero"|"2023"|"direct"|"Adjudicación directa"|1|1|18752959.89|100|100
"Financiera para el Bienestar"|"2022"|"direct"|"Adjudicación directa"|4|4|2005383.27|100|100
"Financiera para el Bienestar"|"2023"|"direct"|"Adjudicación directa"|2|2|17248462.529999997|98.62|50
"Financiera para el Bienestar"|"2023"|"framework"|"Contrato marco"|2|2|241702.46000000002|1.38|50
"Fiscalía General de la República"|"2017"|"direct"|"Adjudicación directa"|33|33|1012069351.1899999|40.87|39.29
"Fiscalía General de la República"|"2017"|"framework"|"Contrato marco"|3|3|593285720.5|23.96|3.57
"Fiscalía General de la República"|"2017"|"open"|"Licitación abierta"|25|35|850728612.42|34.35|41.67
"Fiscalía General de la República"|"2017"|"selective"|"Invitación a 3 o más"|13|13|20481097.49|0.83|15.48
"Fiscalía General de la República"|"2018"|"direct"|"Adjudicación directa"|295|296|172792888.0446|46.58|75.51
"Fiscalía General de la República"|"2018"|"framework"|"Contrato marco"|5|5|61398443.408386|16.55|1.28
"Fiscalía General de la República"|"2018"|"open"|"Licitación abierta"|44|49|94138133.64299999|25.37|12.5
"Fiscalía General de la República"|"2018"|"selective"|"Invitación a 3 o más"|30|42|42668995.75|11.5|10.71
"Fiscalía General de la República"|"2019"|"Sin registro"|NA|1|1|190350|0.01|0.25
"Fiscalía General de la República"|"2019"|"direct"|"Adjudicación directa"|211|211|1998052411.27|68.29|52.49
"Fiscalía General de la República"|"2019"|"framework"|"Contrato marco"|2|2|7426553.13|0.25|0.5
"Fiscalía General de la República"|"2019"|"open"|"Licitación abierta"|109|163|880149433.77|30.08|40.55
"Fiscalía General de la República"|"2019"|"selective"|"Invitación a 3 o más"|23|25|39994234.95|1.37|6.22
"Fiscalía General de la República"|"2020"|"direct"|"Adjudicación directa"|131|135|2145170109.7059|67.06|46.55
"Fiscalía General de la República"|"2020"|"framework"|"Contrato marco"|1|7|499017|0.02|2.41
"Fiscalía General de la República"|"2020"|"open"|"Licitación abierta"|87|146|970726132.3000001|30.34|50.34
"Fiscalía General de la República"|"2020"|"selective"|"Invitación a 3 o más"|2|2|82700017.07|2.59|0.69
"Fiscalía General de la República"|"2021"|"direct"|"Adjudicación directa"|94|105|762999768.30178|22.28|38.18
"Fiscalía General de la República"|"2021"|"open"|"Licitación abierta"|87|161|2643234244.031299|77.18|58.55
"Fiscalía General de la República"|"2021"|"selective"|"Invitación a 3 o más"|6|9|18610541.77|0.54|3.27
"Fiscalía General de la República"|"2022"|"direct"|"Adjudicación directa"|139|154|831075923.7164|21.61|41.62
"Fiscalía General de la República"|"2022"|"open"|"Licitación abierta"|81|202|2995363109.213531|77.89|54.59
"Fiscalía General de la República"|"2022"|"selective"|"Invitación a 3 o más"|9|14|19015413.96|0.49|3.78
"Fiscalía General de la República"|"2023"|"direct"|"Adjudicación directa"|3|5|865368.48|100|100
"Fondo Nacional de Fomento al Turismo"|"2017"|"direct"|"Adjudicación directa"|1|1|100786.21|0.15|5.26
"Fondo Nacional de Fomento al Turismo"|"2017"|"open"|"Licitación abierta"|3|3|21947680.21|33.35|15.79
"Fondo Nacional de Fomento al Turismo"|"2017"|"selective"|"Invitación a 3 o más"|15|15|43754119.08|66.49|78.95
"Fondo Nacional de Fomento al Turismo"|"2018"|"direct"|"Adjudicación directa"|58|58|87147313.9746|23.33|53.7
"Fondo Nacional de Fomento al Turismo"|"2018"|"framework"|"Contrato marco"|3|3|10191769.366|2.73|2.78
"Fondo Nacional de Fomento al Turismo"|"2018"|"open"|"Licitación abierta"|10|10|171019102.67000002|45.77|9.26
"Fondo Nacional de Fomento al Turismo"|"2018"|"selective"|"Invitación a 3 o más"|37|37|105256793.87|28.17|34.26
"Fondo Nacional de Fomento al Turismo"|"2019"|"direct"|"Adjudicación directa"|143|149|734036846.081605|60.04|72.33
"Fondo Nacional de Fomento al Turismo"|"2019"|"framework"|"Contrato marco"|2|2|5398131.59|0.44|0.97
"Fondo Nacional de Fomento al Turismo"|"2019"|"open"|"Licitación abierta"|5|11|383989815.13|31.41|5.34
"Fondo Nacional de Fomento al Turismo"|"2019"|"selective"|"Invitación a 3 o más"|44|44|99065438.15|8.1|21.36
"Fondo Nacional de Fomento al Turismo"|"2020"|"direct"|"Adjudicación directa"|132|132|26646330029.72514|22.44|53.66
"Fondo Nacional de Fomento al Turismo"|"2020"|"framework"|"Contrato marco"|2|2|16506247.828847997|0.01|0.81
"Fondo Nacional de Fomento al Turismo"|"2020"|"open"|"Licitación abierta"|25|32|91692614570.5944|77.22|13.01
"Fondo Nacional de Fomento al Turismo"|"2020"|"selective"|"Invitación a 3 o más"|80|80|389554077.99|0.33|32.52
"Fondo Nacional de Fomento al Turismo"|"2021"|"direct"|"Adjudicación directa"|100|115|1818471640.46|75.38|65.71
"Fondo Nacional de Fomento al Turismo"|"2021"|"open"|"Licitación abierta"|6|12|349053366.78|14.47|6.86
"Fondo Nacional de Fomento al Turismo"|"2021"|"selective"|"Invitación a 3 o más"|48|48|244811147.91|10.15|27.43
"Fondo Nacional de Fomento al Turismo"|"2022"|"direct"|"Adjudicación directa"|50|53|6618734601.043|98.24|63.86
"Fondo Nacional de Fomento al Turismo"|"2022"|"framework"|"Contrato marco"|3|5|24812905.5|0.37|6.02
"Fondo Nacional de Fomento al Turismo"|"2022"|"open"|"Licitación abierta"|4|10|62914374|0.93|12.05
"Fondo Nacional de Fomento al Turismo"|"2022"|"selective"|"Invitación a 3 o más"|11|15|31019796.89|0.46|18.07
"Fondo Nacional de Fomento al Turismo"|"2023"|"direct"|"Adjudicación directa"|1|1|4300000|100|100
"Fondo Nacional para el Fomento de las Artesanías"|"2017"|"direct"|"Adjudicación directa"|5|5|1004274.61|39.2|71.43
"Fondo Nacional para el Fomento de las Artesanías"|"2017"|"selective"|"Invitación a 3 o más"|2|2|1557931.03|60.8|28.57
"Fondo Nacional para el Fomento de las Artesanías"|"2018"|"direct"|"Adjudicación directa"|1036|1038|91104480.37|98.72|99.9
"Fondo Nacional para el Fomento de las Artesanías"|"2018"|"framework"|"Contrato marco"|1|1|1178861.8|1.28|0.1
"Fondo Nacional para el Fomento de las Artesanías"|"2019"|"direct"|"Adjudicación directa"|468|468|25459819.9|98.24|99.79
"Fondo Nacional para el Fomento de las Artesanías"|"2019"|"selective"|"Invitación a 3 o más"|1|1|457331.15|1.76|0.21
"Fondo Nacional para el Fomento de las Artesanías"|"2020"|"direct"|"Adjudicación directa"|366|366|30775157.36|95.85|99.46
"Fondo Nacional para el Fomento de las Artesanías"|"2020"|"framework"|"Contrato marco"|1|1|247609.71|0.77|0.27
"Fondo Nacional para el Fomento de las Artesanías"|"2020"|"open"|"Licitación abierta"|1|1|1086300|3.38|0.27
"Fondo Nacional para el Fomento de las Artesanías"|"2021"|"direct"|"Adjudicación directa"|246|246|18153001.8169|80.32|96.09
"Fondo Nacional para el Fomento de las Artesanías"|"2021"|"framework"|"Contrato marco"|8|8|3065262.4314|13.56|3.12
"Fondo Nacional para el Fomento de las Artesanías"|"2021"|"open"|"Licitación abierta"|1|1|517241.38|2.29|0.39
"Fondo Nacional para el Fomento de las Artesanías"|"2021"|"selective"|"Invitación a 3 o más"|1|1|866410|3.83|0.39
"Fondo Nacional para el Fomento de las Artesanías"|"2022"|"direct"|"Adjudicación directa"|93|103|7310081.29|62.3|97.17
"Fondo Nacional para el Fomento de las Artesanías"|"2022"|"framework"|"Contrato marco"|2|3|4422798.3|37.7|2.83
"Fondo Nacional para el Fomento de las Artesanías"|"2023"|"direct"|"Adjudicación directa"|8|8|1032162.8|100|100
"Fondo de Capitalización e Inversión del Sector Rural"|"2016"|"direct"|"Adjudicación directa"|1|1|224640|100|100
"Fondo de Capitalización e Inversión del Sector Rural"|"2017"|"direct"|"Adjudicación directa"|12|12|17930825.31|85.71|80
"Fondo de Capitalización e Inversión del Sector Rural"|"2017"|"framework"|"Contrato marco"|2|2|238580|1.14|13.33
"Fondo de Capitalización e Inversión del Sector Rural"|"2017"|"open"|"Licitación abierta"|1|1|2752000|13.15|6.67
"Fondo de Capitalización e Inversión del Sector Rural"|"2018"|"direct"|"Adjudicación directa"|28|28|4285684.631|36.97|77.78
"Fondo de Capitalización e Inversión del Sector Rural"|"2018"|"framework"|"Contrato marco"|3|3|278745.4|2.4|8.33
"Fondo de Capitalización e Inversión del Sector Rural"|"2018"|"open"|"Licitación abierta"|2|3|6197752.15|53.46|8.33
"Fondo de Capitalización e Inversión del Sector Rural"|"2018"|"selective"|"Invitación a 3 o más"|2|2|830448.4|7.16|5.56
"Fondo de Capitalización e Inversión del Sector Rural"|"2019"|"direct"|"Adjudicación directa"|25|25|10863248.28|94.72|92.59
"Fondo de Capitalización e Inversión del Sector Rural"|"2019"|"selective"|"Invitación a 3 o más"|2|2|605471.3300000001|5.28|7.41
"Fondo de Capitalización e Inversión del Sector Rural"|"2020"|"direct"|"Adjudicación directa"|19|19|8002464.87|93.7|90.48
"Fondo de Capitalización e Inversión del Sector Rural"|"2020"|"framework"|"Contrato marco"|2|2|538005.93|6.3|9.52
"Fondo de Capitalización e Inversión del Sector Rural"|"2021"|"direct"|"Adjudicación directa"|26|36|17038656.17|65.7|81.82
"Fondo de Capitalización e Inversión del Sector Rural"|"2021"|"framework"|"Contrato marco"|4|5|6588909.79|25.41|11.36
"Fondo de Capitalización e Inversión del Sector Rural"|"2021"|"selective"|"Invitación a 3 o más"|3|3|2307223|8.9|6.82
"Fondo de Capitalización e Inversión del Sector Rural"|"2022"|"direct"|"Adjudicación directa"|23|30|17112215.99|79.06|85.71
"Fondo de Capitalización e Inversión del Sector Rural"|"2022"|"framework"|"Contrato marco"|1|1|548592|2.53|2.86
"Fondo de Capitalización e Inversión del Sector Rural"|"2022"|"selective"|"Invitación a 3 o más"|4|4|3983574.65|18.4|11.43
"Fondo de Cultura Económica"|"2017"|"direct"|"Adjudicación directa"|1|1|4230957.76|68.68|16.67
"Fondo de Cultura Económica"|"2017"|"open"|"Licitación abierta"|1|4|503932.72|8.18|66.67
"Fondo de Cultura Económica"|"2017"|"selective"|"Invitación a 3 o más"|1|1|1425060|23.13|16.67
"Fondo de Cultura Económica"|"2018"|"direct"|"Adjudicación directa"|184|184|52640873.49|53.38|89.76
"Fondo de Cultura Económica"|"2018"|"open"|"Licitación abierta"|13|15|34724274.15|35.21|7.32
"Fondo de Cultura Económica"|"2018"|"selective"|"Invitación a 3 o más"|6|6|11251111.13|11.41|2.93
"Fondo de Cultura Económica"|"2019"|"direct"|"Adjudicación directa"|178|178|68469355.2|79.32|90.82
"Fondo de Cultura Económica"|"2019"|"framework"|"Contrato marco"|1|1|172413.79|0.2|0.51
"Fondo de Cultura Económica"|"2019"|"open"|"Licitación abierta"|11|12|9466447.14|10.97|6.12
"Fondo de Cultura Económica"|"2019"|"selective"|"Invitación a 3 o más"|5|5|8214104.54|9.52|2.55
"Fondo de Cultura Económica"|"2020"|"direct"|"Adjudicación directa"|44|44|14669526.02|24.95|68.75
"Fondo de Cultura Económica"|"2020"|"framework"|"Contrato marco"|3|3|1545509.19|2.63|4.69
"Fondo de Cultura Económica"|"2020"|"open"|"Licitación abierta"|12|13|40186490.21|68.36|20.31
"Fondo de Cultura Económica"|"2020"|"selective"|"Invitación a 3 o más"|4|4|2385027.34|4.06|6.25
"Fondo de Cultura Económica"|"2021"|"direct"|"Adjudicación directa"|59|59|20556663.76|41.26|77.63
"Fondo de Cultura Económica"|"2021"|"framework"|"Contrato marco"|4|4|8614301.42|17.29|5.26
"Fondo de Cultura Económica"|"2021"|"open"|"Licitación abierta"|9|9|18731290.17|37.6|11.84
"Fondo de Cultura Económica"|"2021"|"selective"|"Invitación a 3 o más"|4|4|1920995|3.86|5.26
"Fondo de Cultura Económica"|"2022"|"direct"|"Adjudicación directa"|75|75|15225536.38|34.05|87.21
"Fondo de Cultura Económica"|"2022"|"framework"|"Contrato marco"|2|2|3326953.91|7.44|2.33
"Fondo de Cultura Económica"|"2022"|"open"|"Licitación abierta"|6|6|20184503.580000002|45.14|6.98
"Fondo de Cultura Económica"|"2022"|"selective"|"Invitación a 3 o más"|3|3|5983016.97|13.38|3.49
"Fondo de Cultura Económica"|"2023"|"direct"|"Adjudicación directa"|1|1|4348216.78|100|100
"Fondo de Garantía y Fomento para la Agricultura, Ganadería y Avicultura"|"2017"|"direct"|"Adjudicación directa"|12|12|47153524.7776|18.2|46.15
"Fondo de Garantía y Fomento para la Agricultura, Ganadería y Avicultura"|"2017"|"framework"|"Contrato marco"|1|1|1950371.856|0.75|3.85
"Fondo de Garantía y Fomento para la Agricultura, Ganadería y Avicultura"|"2017"|"open"|"Licitación abierta"|12|13|209983638.174668|81.05|50
"Fondo de Garantía y Fomento para la Agricultura, Ganadería y Avicultura"|"2018"|"direct"|"Adjudicación directa"|42|46|26584972.64637016|21.18|45.1
"Fondo de Garantía y Fomento para la Agricultura, Ganadería y Avicultura"|"2018"|"framework"|"Contrato marco"|1|1|5585839.305600001|4.45|0.98
"Fondo de Garantía y Fomento para la Agricultura, Ganadería y Avicultura"|"2018"|"open"|"Licitación abierta"|34|55|93374427.68|74.38|53.92
"Fondo de Garantía y Fomento para la Agricultura, Ganadería y Avicultura"|"2019"|"direct"|"Adjudicación directa"|31|32|48241929.705583|15.32|28.32
"Fondo de Garantía y Fomento para la Agricultura, Ganadería y Avicultura"|"2019"|"open"|"Licitación abierta"|46|81|266587594.06|84.68|71.68
"Fondo de Garantía y Fomento para la Agricultura, Ganadería y Avicultura"|"2020"|"direct"|"Adjudicación directa"|17|17|18396154.012996|13.11|29.31
"Fondo de Garantía y Fomento para la Agricultura, Ganadería y Avicultura"|"2020"|"framework"|"Contrato marco"|3|6|37207455.11|26.51|10.34
"Fondo de Garantía y Fomento para la Agricultura, Ganadería y Avicultura"|"2020"|"open"|"Licitación abierta"|23|35|84739614.0414|60.38|60.34
"Fondo de Garantía y Fomento para la Agricultura, Ganadería y Avicultura"|"2021"|"direct"|"Adjudicación directa"|14|15|15504025.05838|7.62|20.55
"Fondo de Garantía y Fomento para la Agricultura, Ganadería y Avicultura"|"2021"|"framework"|"Contrato marco"|4|4|34187347.525994|16.79|5.48
"Fondo de Garantía y Fomento para la Agricultura, Ganadería y Avicultura"|"2021"|"open"|"Licitación abierta"|37|54|153883980.351036|75.59|73.97
"Fondo de Garantía y Fomento para la Agricultura, Ganadería y Avicultura"|"2022"|"direct"|"Adjudicación directa"|21|24|53714562.49758|24.18|32.43
"Fondo de Garantía y Fomento para la Agricultura, Ganadería y Avicultura"|"2022"|"framework"|"Contrato marco"|5|5|34677958.886544|15.61|6.76
"Fondo de Garantía y Fomento para la Agricultura, Ganadería y Avicultura"|"2022"|"open"|"Licitación abierta"|30|44|133031758.21516|59.88|59.46
"Fondo de Garantía y Fomento para la Agricultura, Ganadería y Avicultura"|"2022"|"selective"|"Invitación a 3 o más"|1|1|735000|0.33|1.35
"Guardia Nacional"|"2017"|"direct"|"Adjudicación directa"|3|3|475803448.27|100|100
"Guardia Nacional"|"2018"|"direct"|"Adjudicación directa"|92|95|11794227321.119698|99.9|95.96
"Guardia Nacional"|"2018"|"open"|"Licitación abierta"|2|3|7986098.75|0.07|3.03
"Guardia Nacional"|"2018"|"selective"|"Invitación a 3 o más"|1|1|3460800|0.03|1.01
"Guardia Nacional"|"2019"|"direct"|"Adjudicación directa"|59|61|5427311676.447705|89.13|79.22
"Guardia Nacional"|"2019"|"framework"|"Contrato marco"|1|1|228448275.9|3.75|1.3
"Guardia Nacional"|"2019"|"open"|"Licitación abierta"|6|8|425796086.91999996|6.99|10.39
"Guardia Nacional"|"2019"|"selective"|"Invitación a 3 o más"|6|7|7977726.04|0.13|9.09
"Guardia Nacional"|"2020"|"direct"|"Adjudicación directa"|50|50|2069493170.3395941|27.53|54.95
"Guardia Nacional"|"2020"|"framework"|"Contrato marco"|7|8|2507747445.17|33.36|8.79
"Guardia Nacional"|"2020"|"open"|"Licitación abierta"|14|28|2932586713.9900002|39.01|30.77
"Guardia Nacional"|"2020"|"selective"|"Invitación a 3 o más"|4|5|7698336.05|0.1|5.49
"Guardia Nacional"|"2021"|"direct"|"Adjudicación directa"|88|104|2317348040.497772|39.97|71.72
"Guardia Nacional"|"2021"|"framework"|"Contrato marco"|6|6|283366854.11333996|4.89|4.14
"Guardia Nacional"|"2021"|"open"|"Licitación abierta"|16|26|3175957899.41|54.78|17.93
"Guardia Nacional"|"2021"|"selective"|"Invitación a 3 o más"|8|9|20586696.62|0.36|6.21
"Guardia Nacional"|"2022"|"direct"|"Adjudicación directa"|150|168|4685204208.567376|58.9|68.29
"Guardia Nacional"|"2022"|"framework"|"Contrato marco"|4|5|199816954.29226|2.51|2.03
"Guardia Nacional"|"2022"|"open"|"Licitación abierta"|18|42|2946501293.45|37.04|17.07
"Guardia Nacional"|"2022"|"selective"|"Invitación a 3 o más"|29|31|122530254.21000001|1.54|12.6
"Hospital General ""Dr. Manuel Gea González"""|"2017"|"open"|"Licitación abierta"|4|4|51588381.75|100|100
"Hospital General ""Dr. Manuel Gea González"""|"2018"|"direct"|"Adjudicación directa"|108|110|63837838.24|27.43|56.7
"Hospital General ""Dr. Manuel Gea González"""|"2018"|"open"|"Licitación abierta"|16|53|151184892.31|64.95|27.32
"Hospital General ""Dr. Manuel Gea González"""|"2018"|"selective"|"Invitación a 3 o más"|16|31|17749381.44|7.63|15.98
"Hospital General ""Dr. Manuel Gea González"""|"2019"|"direct"|"Adjudicación directa"|95|98|67497990.54|14.29|55.68
"Hospital General ""Dr. Manuel Gea González"""|"2019"|"framework"|"Contrato marco"|3|3|5164415.9|1.09|1.7
"Hospital General ""Dr. Manuel Gea González"""|"2019"|"open"|"Licitación abierta"|34|70|394699520.21999997|83.56|39.77
"Hospital General ""Dr. Manuel Gea González"""|"2019"|"selective"|"Invitación a 3 o más"|5|5|5016162.4|1.06|2.84
"Hospital General ""Dr. Manuel Gea González"""|"2020"|"direct"|"Adjudicación directa"|80|95|74081897.48|52.31|65.97
"Hospital General ""Dr. Manuel Gea González"""|"2020"|"open"|"Licitación abierta"|10|44|64004692.51|45.2|30.56
"Hospital General ""Dr. Manuel Gea González"""|"2020"|"selective"|"Invitación a 3 o más"|4|5|3523285.27|2.49|3.47
"Hospital General ""Dr. Manuel Gea González"""|"2021"|"direct"|"Adjudicación directa"|217|367|367516485.06|65.75|91.07
"Hospital General ""Dr. Manuel Gea González"""|"2021"|"framework"|"Contrato marco"|6|6|32388455.16|5.79|1.49
"Hospital General ""Dr. Manuel Gea González"""|"2021"|"open"|"Licitación abierta"|6|15|137985093.09|24.69|3.72
"Hospital General ""Dr. Manuel Gea González"""|"2021"|"selective"|"Invitación a 3 o más"|9|15|21069980.96|3.77|3.72
"Hospital General ""Dr. Manuel Gea González"""|"2022"|"direct"|"Adjudicación directa"|381|421|245269395.98000002|39.57|87.34
"Hospital General ""Dr. Manuel Gea González"""|"2022"|"open"|"Licitación abierta"|12|51|360015572.6|58.09|10.58
"Hospital General ""Dr. Manuel Gea González"""|"2022"|"selective"|"Invitación a 3 o más"|7|10|14492852.23|2.34|2.07
"Hospital General ""Dr. Manuel Gea González"""|"2023"|"direct"|"Adjudicación directa"|5|5|1729133.86|100|100
"Hospital General de México ""Dr. Eduardo Liceaga"""|"2016"|"direct"|"Adjudicación directa"|2|3|4419150|100|100
"Hospital General de México ""Dr. Eduardo Liceaga"""|"2017"|"direct"|"Adjudicación directa"|61|67|97309230.33|40.37|57.26
"Hospital General de México ""Dr. Eduardo Liceaga"""|"2017"|"framework"|"Contrato marco"|1|1|2297268|0.95|0.85
"Hospital General de México ""Dr. Eduardo Liceaga"""|"2017"|"open"|"Licitación abierta"|5|47|136969487.43|56.82|40.17
"Hospital General de México ""Dr. Eduardo Liceaga"""|"2017"|"selective"|"Invitación a 3 o más"|2|2|4492435|1.86|1.71
"Hospital General de México ""Dr. Eduardo Liceaga"""|"2018"|"direct"|"Adjudicación directa"|410|483|282888328.892182|18.58|70.51
"Hospital General de México ""Dr. Eduardo Liceaga"""|"2018"|"framework"|"Contrato marco"|3|3|92513604|6.08|0.44
"Hospital General de México ""Dr. Eduardo Liceaga"""|"2018"|"open"|"Licitación abierta"|27|192|1134031864.696388|74.47|28.03
"Hospital General de México ""Dr. Eduardo Liceaga"""|"2018"|"selective"|"Invitación a 3 o más"|7|7|13272655.97|0.87|1.02
"Hospital General de México ""Dr. Eduardo Liceaga"""|"2019"|"direct"|"Adjudicación directa"|575|611|248591566.5406|56.38|81.25
"Hospital General de México ""Dr. Eduardo Liceaga"""|"2019"|"framework"|"Contrato marco"|5|5|2872054.1|0.65|0.66
"Hospital General de México ""Dr. Eduardo Liceaga"""|"2019"|"open"|"Licitación abierta"|10|127|177540309.53|40.27|16.89
"Hospital General de México ""Dr. Eduardo Liceaga"""|"2019"|"selective"|"Invitación a 3 o más"|7|9|11885386.024|2.7|1.2
"Hospital General de México ""Dr. Eduardo Liceaga"""|"2020"|"direct"|"Adjudicación directa"|565|568|396905440.4618|36.51|82.92
"Hospital General de México ""Dr. Eduardo Liceaga"""|"2020"|"framework"|"Contrato marco"|3|3|29784235.51|2.74|0.44
"Hospital General de México ""Dr. Eduardo Liceaga"""|"2020"|"open"|"Licitación abierta"|19|79|626401203.29|57.63|11.53
"Hospital General de México ""Dr. Eduardo Liceaga"""|"2020"|"selective"|"Invitación a 3 o más"|23|35|33886085.822|3.12|5.11
"Hospital General de México ""Dr. Eduardo Liceaga"""|"2021"|"direct"|"Adjudicación directa"|470|474|625846122.905|41.25|87.29
"Hospital General de México ""Dr. Eduardo Liceaga"""|"2021"|"open"|"Licitación abierta"|14|26|773942005.73|51.01|4.79
"Hospital General de México ""Dr. Eduardo Liceaga"""|"2021"|"selective"|"Invitación a 3 o más"|36|43|117392622.44|7.74|7.92
"Hospital General de México ""Dr. Eduardo Liceaga"""|"2022"|"direct"|"Adjudicación directa"|242|242|421490329.24|31.1|58.6
"Hospital General de México ""Dr. Eduardo Liceaga"""|"2022"|"framework"|"Contrato marco"|1|1|42328932|3.12|0.24
"Hospital General de México ""Dr. Eduardo Liceaga"""|"2022"|"open"|"Licitación abierta"|18|104|743737814.37|54.89|25.18
"Hospital General de México ""Dr. Eduardo Liceaga"""|"2022"|"selective"|"Invitación a 3 o más"|62|66|147501368.99477|10.89|15.98
"Hospital General de México ""Dr. Eduardo Liceaga"""|"2023"|"direct"|"Adjudicación directa"|6|6|828069.22|100|100
"Hospital Infantil de México Federico Gómez"|"2016"|"direct"|"Adjudicación directa"|1|2|61659|100|100
"Hospital Infantil de México Federico Gómez"|"2017"|"direct"|"Adjudicación directa"|7|11|1163445.324268|2.79|25
"Hospital Infantil de México Federico Gómez"|"2017"|"open"|"Licitación abierta"|3|31|37938243.223068|91.12|70.45
"Hospital Infantil de México Federico Gómez"|"2017"|"selective"|"Invitación a 3 o más"|1|2|2536047.1696|6.09|4.55
"Hospital Infantil de México Federico Gómez"|"2018"|"direct"|"Adjudicación directa"|243|305|343645421.208037|59.07|71.93
"Hospital Infantil de México Federico Gómez"|"2018"|"framework"|"Contrato marco"|1|1|1284499.68|0.22|0.24
"Hospital Infantil de México Federico Gómez"|"2018"|"open"|"Licitación abierta"|15|110|229550129.94937|39.46|25.94
"Hospital Infantil de México Federico Gómez"|"2018"|"selective"|"Invitación a 3 o más"|4|8|7248457.989998|1.25|1.89
"Hospital Infantil de México Federico Gómez"|"2019"|"direct"|"Adjudicación directa"|280|390|469369953.9116|62.52|78.63
"Hospital Infantil de México Federico Gómez"|"2019"|"open"|"Licitación abierta"|11|100|276138422.5039|36.78|20.16
"Hospital Infantil de México Federico Gómez"|"2019"|"selective"|"Invitación a 3 o más"|4|6|5194944.9|0.69|1.21
"Hospital Infantil de México Federico Gómez"|"2020"|"direct"|"Adjudicación directa"|352|440|280676678.460587|53.46|74.07
"Hospital Infantil de México Federico Gómez"|"2020"|"framework"|"Contrato marco"|3|5|3018444.4|0.57|0.84
"Hospital Infantil de México Federico Gómez"|"2020"|"open"|"Licitación abierta"|10|128|228700844.1052|43.56|21.55
"Hospital Infantil de México Federico Gómez"|"2020"|"selective"|"Invitación a 3 o más"|11|21|12644793.2|2.41|3.54
"Hospital Infantil de México Federico Gómez"|"2021"|"direct"|"Adjudicación directa"|614|775|435970068.2239|79.89|94.05
